outputFn	sessID	date	time	spkrCode	lineType	dialect	gen	envType	age	network	phoneModel	sampleCount	sampleRate
BABEL_OP3_402_80439_20141104_200127_S8_scripted.sph	80439	20141104	200127	80439	inLine	EASTERN	M	CAR_KIT	22	INDOSAT	SAMSUNG	0	8000
BABEL_OP3_402_80439_20141104_200158_O3_scripted.sph	80439	20141104	200158	80439	inLine	EASTERN	M	CAR_KIT	22	INDOSAT	SAMSUNG	0	8000
BABEL_OP3_402_80439_20141104_200406_S3_scripted.sph	80439	20141104	200406	80439	inLine	EASTERN	M	CAR_KIT	22	INDOSAT	SAMSUNG	0	8000
BABEL_OP3_402_80439_20141104_200008_O8_scripted.sph	80439	20141104	200008	80439	inLine	EASTERN	M	CAR_KIT	22	INDOSAT	SAMSUNG	0	8000
BABEL_OP3_402_80439_20141104_200148_C2_scripted.sph	80439	20141104	200148	80439	inLine	EASTERN	M	CAR_KIT	22	INDOSAT	SAMSUNG	0	8000
BABEL_OP3_402_80439_20141104_200209_C4_scripted.sph	80439	20141104	200209	80439	inLine	EASTERN	M	CAR_KIT	22	INDOSAT	SAMSUNG	0	8000
BABEL_OP3_402_80439_20141104_200023_D1_scripted.sph	80439	20141104	200023	80439	inLine	EASTERN	M	CAR_KIT	22	INDOSAT	SAMSUNG	0	8000
BABEL_OP3_402_80439_20141104_200255_O5_scripted.sph	80439	20141104	200255	80439	inLine	EASTERN	M	CAR_KIT	22	INDOSAT	SAMSUNG	0	8000
BABEL_OP3_402_80439_20141104_195954_O1_scripted.sph	80439	20141104	195954	80439	inLine	EASTERN	M	CAR_KIT	22	INDOSAT	SAMSUNG	0	8000
BABEL_OP3_402_80439_20141104_200307_S6_scripted.sph	80439	20141104	200307	80439	inLine	EASTERN	M	CAR_KIT	22	INDOSAT	SAMSUNG	0	8000
BABEL_OP3_402_80439_20141104_200230_O6_scripted.sph	80439	20141104	200230	80439	inLine	EASTERN	M	CAR_KIT	22	INDOSAT	SAMSUNG	0	8000
BABEL_OP3_402_80439_20141104_200330_S5_scripted.sph	80439	20141104	200330	80439	inLine	EASTERN	M	CAR_KIT	22	INDOSAT	SAMSUNG	0	8000
BABEL_OP3_402_80439_20141104_200219_M1_scripted.sph	80439	20141104	200219	80439	inLine	EASTERN	M	CAR_KIT	22	INDOSAT	SAMSUNG	0	8000
BABEL_OP3_402_80439_20141104_200351_D2_scripted.sph	80439	20141104	200351	80439	inLine	EASTERN	M	CAR_KIT	22	INDOSAT	SAMSUNG	0	8000
BABEL_OP3_402_80439_20141104_200315_D3_scripted.sph	80439	20141104	200315	80439	inLine	EASTERN	M	CAR_KIT	22	INDOSAT	SAMSUNG	0	8000
BABEL_OP3_402_80439_20141104_200524_S9_scripted.sph	80439	20141104	200524	80439	inLine	EASTERN	M	CAR_KIT	22	INDOSAT	SAMSUNG	0	8000
BABEL_OP3_402_80439_20141104_195938_R1_scripted.sph	80439	20141104	195938	80439	inLine	EASTERN	M	CAR_KIT	22	INDOSAT	SAMSUNG	0	8000
BABEL_OP3_402_82224_20150101_163015_C1_scripted.sph	82224	20150101	163015	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_163221_S3_scripted.sph	82224	20150101	163221	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_163116_O5_scripted.sph	82224	20150101	163116	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_163256_S4_scripted.sph	82224	20150101	163256	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_163109_S2_scripted.sph	82224	20150101	163109	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_163318_S7_scripted.sph	82224	20150101	163318	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_162935_O2_scripted.sph	82224	20150101	162935	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_163059_O6_scripted.sph	82224	20150101	163059	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_163005_S8_scripted.sph	82224	20150101	163005	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_163209_D2_scripted.sph	82224	20150101	163209	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_163306_N1_scripted.sph	82224	20150101	163306	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_162907_D1_scripted.sph	82224	20150101	162907	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_163042_C4_scripted.sph	82224	20150101	163042	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_162851_O8_scripted.sph	82224	20150101	162851	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_163159_T2_scripted.sph	82224	20150101	163159	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_163241_A1_scripted.sph	82224	20150101	163241	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_162925_T1_scripted.sph	82224	20150101	162925	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_163026_C2_scripted.sph	82224	20150101	163026	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_163033_O3_scripted.sph	82224	20150101	163033	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_162841_O1_scripted.sph	82224	20150101	162841	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_163148_S5_scripted.sph	82224	20150101	163148	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_163235_S1_scripted.sph	82224	20150101	163235	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_163134_D3_scripted.sph	82224	20150101	163134	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_163331_S9_scripted.sph	82224	20150101	163331	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_163127_S6_scripted.sph	82224	20150101	163127	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_162919_C6_scripted.sph	82224	20150101	162919	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_162831_R1_scripted.sph	82224	20150101	162831	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82224_20150101_163051_M1_scripted.sph	82224	20150101	163051	82224	inLine	WESTERN	F	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_82637_20141006_174829_S6_scripted.sph	82637	20141006	174829	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_174811_S2_scripted.sph	82637	20141006	174811	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_174639_O2_scripted.sph	82637	20141006	174639	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_174857_T2_scripted.sph	82637	20141006	174857	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_174716_C1_scripted.sph	82637	20141006	174716	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_175023_S9_scripted.sph	82637	20141006	175023	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_174547_O1_scripted.sph	82637	20141006	174547	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_174733_O3_scripted.sph	82637	20141006	174733	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_174753_M1_scripted.sph	82637	20141006	174753	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_174609_D1_scripted.sph	82637	20141006	174609	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_174937_A1_scripted.sph	82637	20141006	174937	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_174742_C4_scripted.sph	82637	20141006	174742	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_174847_S5_scripted.sph	82637	20141006	174847	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_174706_S8_scripted.sph	82637	20141006	174706	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_174801_O6_scripted.sph	82637	20141006	174801	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_174836_D3_scripted.sph	82637	20141006	174836	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_174631_T1_scripted.sph	82637	20141006	174631	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_174949_S4_scripted.sph	82637	20141006	174949	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_174919_S3_scripted.sph	82637	20141006	174919	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_174535_R1_scripted.sph	82637	20141006	174535	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_175000_N1_scripted.sph	82637	20141006	175000	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_174557_O8_scripted.sph	82637	20141006	174557	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_174930_S1_scripted.sph	82637	20141006	174930	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_175013_S7_scripted.sph	82637	20141006	175013	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_174621_C6_scripted.sph	82637	20141006	174621	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_174907_D2_scripted.sph	82637	20141006	174907	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_174726_C2_scripted.sph	82637	20141006	174726	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_82637_20141006_174819_O5_scripted.sph	82637	20141006	174819	82637	inLine	CENTRAL	F	MICROPHONE	26	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141447_O5_scripted.sph	83238	20141122	141447	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141310_O2_scripted.sph	83238	20141122	141310	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141624_S4_scripted.sph	83238	20141122	141624	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141505_D3_scripted.sph	83238	20141122	141505	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141458_S6_scripted.sph	83238	20141122	141458	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141422_M1_scripted.sph	83238	20141122	141422	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141525_T2_scripted.sph	83238	20141122	141525	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141646_S7_scripted.sph	83238	20141122	141646	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141631_N1_scripted.sph	83238	20141122	141631	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141243_D1_scripted.sph	83238	20141122	141243	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141303_T1_scripted.sph	83238	20141122	141303	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141223_O1_scripted.sph	83238	20141122	141223	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141402_O3_scripted.sph	83238	20141122	141402	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141233_O8_scripted.sph	83238	20141122	141233	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141609_A1_scripted.sph	83238	20141122	141609	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141547_S3_scripted.sph	83238	20141122	141547	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141334_S8_scripted.sph	83238	20141122	141334	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141255_C6_scripted.sph	83238	20141122	141255	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141345_C1_scripted.sph	83238	20141122	141345	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141535_D2_scripted.sph	83238	20141122	141535	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141207_R1_scripted.sph	83238	20141122	141207	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141517_S5_scripted.sph	83238	20141122	141517	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141355_C2_scripted.sph	83238	20141122	141355	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141656_S9_scripted.sph	83238	20141122	141656	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141429_O6_scripted.sph	83238	20141122	141429	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141602_S1_scripted.sph	83238	20141122	141602	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141440_S2_scripted.sph	83238	20141122	141440	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83238_20141122_141411_C4_scripted.sph	83238	20141122	141411	83238	inLine	WESTERN	M	PUBLIC_PLACE	37	XL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_163029_M1_scripted.sph	83436	20141017	163029	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_163107_S6_scripted.sph	83436	20141017	163107	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_163216_S1_scripted.sph	83436	20141017	163216	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_162621_R1_scripted.sph	83436	20141017	162621	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_163323_S7_scripted.sph	83436	20141017	163323	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_163338_S9_scripted.sph	83436	20141017	163338	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_163314_N1_scripted.sph	83436	20141017	163314	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_163056_O5_scripted.sph	83436	20141017	163056	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_163011_O3_scripted.sph	83436	20141017	163011	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_162729_O8_scripted.sph	83436	20141017	162729	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_163304_S4_scripted.sph	83436	20141017	163304	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_162751_C6_scripted.sph	83436	20141017	162751	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_162840_T1_scripted.sph	83436	20141017	162840	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_163020_C4_scripted.sph	83436	20141017	163020	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_163050_S2_scripted.sph	83436	20141017	163050	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_162848_O2_scripted.sph	83436	20141017	162848	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_163004_C2_scripted.sph	83436	20141017	163004	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_163150_D2_scripted.sph	83436	20141017	163150	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_162921_C1_scripted.sph	83436	20141017	162921	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_163139_T2_scripted.sph	83436	20141017	163139	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_163205_S3_scripted.sph	83436	20141017	163205	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_163038_O6_scripted.sph	83436	20141017	163038	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_163114_D3_scripted.sph	83436	20141017	163114	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_162739_D1_scripted.sph	83436	20141017	162739	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_163222_A1_scripted.sph	83436	20141017	163222	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_163129_S5_scripted.sph	83436	20141017	163129	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_162633_O1_scripted.sph	83436	20141017	162633	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_83436_20141017_162914_S8_scripted.sph	83436	20141017	162914	83436	inLine	CENTRAL	F	MICROPHONE	47	TELKOMSEL	NOKIA	0	8000
BABEL_OP3_402_84061_20141107_163031_S2_scripted.sph	84061	20141107	163031	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_163106_S5_scripted.sph	84061	20141107	163106	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_163056_D3_scripted.sph	84061	20141107	163056	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_162832_D1_scripted.sph	84061	20141107	162832	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_163226_S7_scripted.sph	84061	20141107	163226	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_163115_T2_scripted.sph	84061	20141107	163115	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_163238_S9_scripted.sph	84061	20141107	163238	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_163215_N1_scripted.sph	84061	20141107	163215	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_162900_O2_scripted.sph	84061	20141107	162900	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_163149_S1_scripted.sph	84061	20141107	163149	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_163205_S4_scripted.sph	84061	20141107	163205	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_162812_O1_scripted.sph	84061	20141107	162812	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_163039_O5_scripted.sph	84061	20141107	163039	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_163156_A1_scripted.sph	84061	20141107	163156	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_162822_O8_scripted.sph	84061	20141107	162822	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_163137_S3_scripted.sph	84061	20141107	163137	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_163000_C4_scripted.sph	84061	20141107	163000	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_163049_S6_scripted.sph	84061	20141107	163049	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_163011_M1_scripted.sph	84061	20141107	163011	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_162945_C2_scripted.sph	84061	20141107	162945	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_162926_S8_scripted.sph	84061	20141107	162926	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_162934_C1_scripted.sph	84061	20141107	162934	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_162952_O3_scripted.sph	84061	20141107	162952	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_162844_C6_scripted.sph	84061	20141107	162844	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_162851_T1_scripted.sph	84061	20141107	162851	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_162800_R1_scripted.sph	84061	20141107	162800	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_163020_O6_scripted.sph	84061	20141107	163020	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84061_20141107_163126_D2_scripted.sph	84061	20141107	163126	84061	inLine	EASTERN	F	MICROPHONE	30	TELKOMSEL	ASIAFONE	0	8000
BABEL_OP3_402_84611_20141023_205913_O2_scripted.sph	84611	20141023	205913	84611	inLine	CENTRAL	F	CAR_KIT	32	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_84611_20141023_210047_O5_scripted.sph	84611	20141023	210047	84611	inLine	CENTRAL	F	CAR_KIT	32	INDOSAT	NOKIA	0	8000
